Id,SalePrice
1586,59536.133
1587,110617.21
1588,154276.47
1589,117889.82
1590,129640.04
1591,104855.44
1592,117696.414
1593,113608.016
1594,124659.46
1595,81593.805
1596,235640.92
1597,170696.5
1598,220018.66
1599,199080.33
1600,190218.61
1601,49021.84
1602,108336.87
1603,67937.07
1604,273478.88
1605,234736.16
1606,170051.38
1607,144981.92
1608,222299.81
1609,209667.39
1610,153430.69
1611,138811.0
1612,171328.38
1613,165741.9
1614,119981.016
1615,102116.52
1616,69885.7
1617,91030.68
1618,125190.51
1619,137583.64
1620,158032.89
1621,146407.45
1622,147595.31
1623,314539.38
1624,208211.56
1625,123149.79
1626,167979.62
1627,203341.05
1628,295648.25
1629,183470.58
1630,432699.7
1631,213369.03
1632,217285.69
1633,183052.64
1634,198385.47
1635,177409.06
1636,157154.1
1637,176977.55
1638,192900.78
1639,185442.03
1640,267931.1
1641,188219.2
1642,233065.17
1643,223694.84
1644,233811.95
1645,174638.47
1646,150825.42
1647,149378.0
1648,129967.91
1649,138949.5
1650,127295.85
1651,122243.13
1652,87961.9
1653,98267.375
1654,150572.72
1655,137067.56
1656,144463.7
1657,149210.64
1658,150187.11
1659,126337.2
1660,155173.58
1661,486905.0
1662,411160.3
1663,363721.3
1664,560199.7
1665,348096.94
1666,305553.4
1667,402405.38
1668,335370.28
1669,301699.88
1670,336042.47
1671,267453.8
1672,496043.25
1673,289588.0
1674,268316.38
1675,187799.81
1676,194424.12
1677,219689.58
1678,535723.6
1679,376904.62
1680,316015.1
1681,256191.14
1682,301541.0
1683,181920.25
1684,173267.9
1685,174553.66
1686,170430.84
1687,175888.8
1688,181817.97
1689,198901.14
1690,186471.56
1691,174629.9
1692,284368.94
1693,176460.98
1694,181034.3
1695,175905.77
1696,246538.12
1697,175799.44
1698,410998.2
1699,346731.2
1700,244312.25
1701,251283.67
1702,256419.02
1703,242496.34
1704,302321.94
1705,226743.36
1706,572644.56
1707,218351.38
1708,227917.28
1709,318391.4
1710,223857.95
1711,263632.03
1712,232628.38
1713,247331.61
1714,221508.78
1715,211851.27
1716,164010.08
1717,171916.28
1718,128263.4
1719,203948.0
1720,256055.86
1721,158390.1
1722,116378.15
1723,165881.16
1724,213078.44
1725,235356.39
1726,176672.67
1727,155866.67
1728,191078.6
1729,182093.9
1730,172200.08
1731,124256.71
1732,96780.6
1733,86818.18
1734,122081.12
1735,126281.84
1736,114567.97
1737,365556.66
1738,200649.02
1739,257414.14
1740,203250.22
1741,192042.84
1742,174882.45
1743,175568.81
1744,284820.88
1745,236681.17
1746,258543.06
1747,202862.81
1748,186947.56
1749,151957.28
1750,139464.27
1751,205334.89
1752,120330.36
1753,148727.47
1754,206408.34
1755,156862.81
1756,142493.66
1757,120837.64
1758,145762.1
1759,157717.69
1760,168806.53
1761,156510.36
1762,182614.83
1763,181541.86
1764,115010.72
1765,180972.73
1766,165291.44
1767,195929.11
1768,140847.12
1769,178406.14
1770,158733.06
1771,140181.08
1772,138298.97
1773,135940.84
1774,133517.34
1775,126740.555
1776,117796.3
1777,115279.836
1778,131067.3
1779,127713.13
1780,190183.55
1781,123384.98
1782,102918.93
1783,125142.55
1784,95483.55
1785,103659.75
1786,157349.52
1787,161410.3
1788,49980.79
1789,101590.1
1790,63255.9
1791,152491.39
1792,155920.05
1793,126671.59
1794,156066.64
1795,139181.7
1796,143177.55
1797,109932.96
1798,124271.586
1799,111529.11
1800,156836.31
1801,119519.516
1802,160031.06
1803,151725.5
1804,143031.61
1805,134091.72
1806,110180.09
1807,122519.055
1808,126431.23
1809,122352.97
1810,160121.69
1811,98247.75
1812,101633.945
1813,126323.66
1814,81439.11
1815,57781.273
1816,102144.4
1817,129634.07
1818,153686.23
1819,114586.72
1820,71484.2
1821,100058.82
1822,185734.3
1823,36565.348
1824,139120.12
1825,138195.69
1826,89851.86
1827,106882.18
1828,145081.6
1829,102595.96
1830,156687.42
1831,168814.34
1832,87313.586
1833,148289.6
1834,121272.44
1835,160753.89
1836,135331.7
1837,90402.97
1838,131480.94
1839,93687.77
1840,175769.45
1841,147243.83
1842,107180.59
1843,138435.47
1844,141268.52
1845,126904.5
1846,143591.47
1847,139548.64
1848,52982.98
1849,129410.2
1850,120574.86
1851,158907.1
1852,138016.11
1853,128295.87
1854,146365.47
1855,138933.33
1856,222018.39
1857,185483.14
1858,144839.58
1859,118235.31
1860,152611.58
1861,117851.195
1862,309330.6
1863,297060.06
1864,297060.06
1865,355507.97
1866,333109.28
1867,235816.31
1868,320263.56
1869,196636.2
1870,243845.78
1871,235801.55
1872,170120.19
1873,227674.75
1874,146307.75
1875,201580.7
1876,188068.16
1877,199878.62
1878,203085.61
1879,138608.61
1880,135006.17
1881,245579.12
1882,239628.88
1883,188401.55
1884,209004.53
1885,292366.4
1886,297501.78
1887,214881.53
1888,277992.75
1889,166264.8
1890,110293.16
1891,134580.06
1892,106055.64
1893,123901.14
1894,118827.36
1895,128640.16
1896,136209.14
1897,133561.94
1898,122738.67
1899,144093.77
1900,180413.98
1901,160151.14
1902,134100.16
1903,215347.97
1904,161780.33
1905,172569.36
1906,175235.92
1907,194052.38
1908,116253.92
1909,147148.33
1910,116189.266
1911,199858.17
1912,249207.97
1913,163748.44
1914,67133.664
1915,348686.0
1916,48146.46
1917,296892.44
1918,147558.64
1919,172597.12
1920,166334.69
1921,388854.38
1922,316901.28
1923,223777.53
1924,160910.94
1925,238395.42
1926,380204.3
1927,128640.08
1928,162149.33
1929,129360.47
1930,135077.72
1931,136966.66
1932,142519.44
1933,179889.1
1934,172480.22
1935,175460.94
1936,188358.75
1937,183237.47
1938,181987.6
1939,228309.12
1940,184873.48
1941,160194.08
1942,192101.0
1943,201603.86
1944,327334.72
1945,370787.16
1946,125916.98
1947,287195.88
1948,146329.58
1949,247850.2
1950,183928.02
1951,265827.5
1952,217124.94
1953,160934.77
1954,189813.14
1955,147681.58
1956,275743.94
1957,161318.3
1958,315891.62
1959,136128.56
1960,121130.09
1961,122560.62
1962,95984.234
1963,107742.18
1964,111841.984
1965,148330.11
1966,143120.53
1967,310762.25
1968,487798.3
1969,421653.88
1970,549157.44
1971,473530.2
1972,417527.62
1973,309741.9
1974,300136.5
1975,539848.0
1976,287058.7
1977,339424.66
1978,420149.38
1979,317619.66
1980,189617.56
1981,356463.3
1982,250958.77
1983,205963.95
1984,163259.9
1985,194533.69
1986,223300.25
1987,188746.4
1988,177047.69
1989,188772.17
1990,222606.89
1991,240800.17
1992,231735.6
1993,162193.31
1994,241734.97
1995,179838.45
1996,253919.0
1997,295695.66
1998,336775.3
1999,257825.16
2000,312321.84
2001,264671.5
2002,239501.17
2003,245578.56
2004,209032.12
2005,226804.3
2006,211246.98
2007,245377.81
2008,231569.66
2009,197490.3
2010,197270.14
2011,130549.91
2012,162250.02
2013,180758.98
2014,193863.02
2015,204117.39
2016,206216.16
2017,192372.9
2018,125276.82
2019,105558.14
2020,95007.96
2021,85626.734
2022,179196.66
2023,152844.64
2024,239557.52
2025,402408.34
2026,179064.81
2027,155878.8
2028,152151.17
2029,158934.06
2030,283285.75
2031,242903.06
2032,277413.78
2033,278829.03
2034,164416.02
2035,204090.31
2036,171681.38
2037,181498.14
2038,326052.72
2039,223532.44
2040,441981.25
2041,269904.34
2042,205741.67
2043,170005.16
2044,162986.81
2045,193836.78
2046,134439.25
2047,154675.9
2048,147142.86
2049,130784.59
2050,171727.2
2051,119404.734
2052,136257.62
2053,157658.9
2054,99492.58
2055,155097.92
2056,147374.28
2057,113347.45
2058,227114.53
2059,140969.67
2060,176682.34
2061,187091.25
2062,132715.52
2063,111901.82
2064,133637.28
2065,121762.445
2066,156594.03
2067,114216.805
2068,131159.53
2069,108240.516
2070,116644.3
2071,88451.41
2072,137408.31
2073,134533.9
2074,187000.98
2075,143391.81
2076,124589.22
2077,145676.83
2078,131197.66
2079,114716.76
2080,116988.016
2081,118028.695
2082,141386.25
2083,158509.38
2084,107989.18
2085,114678.34
2086,171931.67
2087,124454.5
2088,93367.93
2089,87417.25
2090,129911.86
2091,103339.8
2092,128871.17
2093,134928.86
2094,108909.28
2095,131704.97
2096,94187.625
2097,103201.016
2098,157836.62
2099,63522.83
2100,87176.59
2101,106474.38
2102,132644.16
2103,103697.01
2104,127694.96
2105,138051.94
2106,64894.56
2107,232185.33
2108,109126.52
2109,111933.664
2110,138101.89
2111,155091.39
2112,144140.05
2113,122389.95
2114,111086.984
2115,166851.11
2116,120803.59
2117,161230.55
2118,122850.25
2119,105204.05
2120,110356.93
2121,94411.3
2122,107892.06
2123,97240.87
2124,194077.72
2125,137162.16
2126,166129.88
2127,152800.33
2128,133817.11
2129,92468.13
2130,148976.23
2131,157796.72
2132,119958.266
2133,117364.84
2134,128001.45
2135,87348.41
2136,58792.23
2137,102757.91
2138,147157.16
2139,146772.58
2140,143381.69
2141,149315.62
2142,143016.17
2143,141405.12
2144,45295.04
2145,132249.23
2146,155685.86
2147,170376.33
2148,133992.95
2149,146756.45
2150,186957.97
2151,135250.06
2152,162073.69
2153,157850.38
2154,116932.54
2155,130868.266
2156,238707.64
2157,229699.08
2158,250824.66
2159,227684.11
2160,176731.3
2161,243940.2
2162,475785.72
2163,352411.28
2164,222150.23
2165,208961.25
2166,151660.67
2167,210229.1
2168,204142.45
2169,200034.38
2170,216677.39
2171,157951.5
2172,147662.88
2173,171580.58
2174,235821.38
2175,337076.0
2176,311922.22
2177,244593.36
2178,219965.4
2179,144453.1
2180,248154.66
2181,189798.17
2182,198359.39
2183,187306.0
2184,134868.62
2185,119525.02
2186,143294.53
2187,143422.81
2188,157708.25
2189,218022.11
2190,86041.586
2191,81510.79
2192,93772.34
2193,105232.62
2194,107350.6
2195,108480.53
2196,114257.34
2197,124490.8
2198,146843.64
2199,190564.64
2200,135212.62
2201,141546.53
2202,192296.86
2203,155129.9
2204,180204.6
2205,113377.85
2206,142765.9
2207,225230.58
2208,248739.66
2209,187911.61
2210,129394.586
2211,119131.15
2212,116673.88
2213,100597.21
2214,164005.94
2215,96481.2
2216,145042.67
2217,64664.438
2218,89344.664
2219,81436.02
2220,66495.13
2221,348686.0
2222,243965.22
2223,277146.56
2224,211775.78
2225,135178.84
2226,177585.78
2227,217088.4
2228,278750.62
2229,246642.55
2230,153430.69
2231,224865.27
2232,177491.31
2233,172195.08
2234,258885.23
2235,217373.08
2236,273340.4
2237,356313.94
2238,206786.4
2239,105930.74
2240,172454.81
2241,142117.31
2242,121352.74
2243,138505.7
2244,108115.305
2245,106363.875
2246,143296.33
2247,114212.75
2248,122992.99
2249,127878.15
2250,120849.67
2251,85826.18
2252,183078.69
2253,173814.62
2254,185664.62
2255,205672.28
2256,190108.19
2257,200424.77
2258,162152.06
2259,179887.25
2260,144547.97
2261,187373.94
2262,222466.33
2263,333003.88
2264,380646.25
2265,178210.45
2266,271332.5
2267,342495.03
2268,356687.34
2269,164724.16
2270,193246.84
2271,241220.98
2272,213833.17
2273,169541.67
2274,179793.84
2275,153184.25
2276,175655.06
2277,191718.12
2278,152928.36
2279,122202.13
2280,120183.32
2281,166173.64
2282,180851.12
2283,107143.64
2284,98679.22
2285,144779.44
2286,128681.8
2287,352125.84
2288,273287.0
2289,426744.5
2290,439849.6
2291,283939.5
2292,415003.53
2293,543410.5
2294,468633.72
2295,471327.5
2296,285769.88
2297,339762.8
2298,328792.44
2299,439597.8
2300,340944.44
2301,281359.66
2302,245182.28
2303,234052.58
2304,187118.5
2305,187264.42
2306,175019.03
2307,194839.9
2308,215567.27
2309,284758.88
2310,220849.88
2311,190428.6
2312,184578.61
2313,174703.98
2314,177707.19
2315,176645.67
2316,204954.02
2317,181998.81
2318,178758.34
2319,166772.33
2320,180243.4
2321,258202.64
2322,175521.69
2323,176367.52
2324,180744.73
2325,196327.64
2326,172897.5
2327,204278.06
2328,219112.19
2329,195436.48
2330,182132.0
2331,349063.0
2332,509000.8
2333,302485.16
2334,246527.95
2335,245039.55
2336,334264.6
2337,203332.53
2338,281630.6
2339,221402.53
2340,412952.72
2341,201381.94
2342,219181.78
2343,220428.2
2344,257541.05
2345,236742.44
2346,197069.19
2347,200145.52
2348,238585.7
2349,182297.02
2350,270656.53
2351,242764.17
2352,223343.12
2353,265366.9
2354,139066.67
2355,129542.664
2356,156836.83
2357,195334.55
2358,207425.81
2359,143274.97
2360,127593.25
2361,142924.05
2362,284295.03
2363,133721.42
2364,157886.95
2365,234824.42
2366,206882.7
2367,232168.67
2368,216775.83
2369,219488.8
2370,167319.36
2371,178033.31
2372,184892.83
2373,298554.62
2374,301651.12
2375,263260.94
2376,299259.38
2377,473962.34
2378,148471.02
2379,234568.88
2380,152156.67
2381,145459.62
2382,186760.56
2383,180859.98
2384,234732.75
2385,160643.89
2386,141670.66
2387,142996.2
2388,98039.05
2389,116546.3
2390,157785.67
2391,146421.2
2392,116885.055
2393,147224.61
2394,136916.64
2395,216862.83
2396,139315.39
2397,206032.44
2398,115985.81
2399,67353.016
2400,76307.09
2401,125188.18
2402,134912.28
2403,126221.44
2404,149051.55
2405,159604.88
2406,136501.86
2407,131544.64
2408,154920.16
2409,118707.08
2410,171282.42
2411,121462.52
2412,156495.69
2413,128338.36
2414,148348.02
2415,127416.69
2416,114525.53
2417,120814.26
2418,131479.9
2419,130642.34
2420,129958.734
2421,143910.45
2422,110756.62
2423,113957.85
2424,159412.84
2425,258729.66
2426,117943.04
2427,138284.78
2428,184545.4
2429,116320.625
2430,140403.9
2431,112840.195
2432,141775.36
2433,159727.89
2434,133919.4
2435,141574.52
2436,122028.75
2437,108008.36
2438,132125.55
2439,98656.98
2440,109210.55
2441,119336.234
2442,88781.86
2443,122928.3
2444,110488.14
2445,96770.32
2446,136406.2
2447,189889.22
2448,154334.78
2449,106360.46
2450,162504.02
2451,135851.48
2452,208680.44
2453,91347.26
2454,123172.97
2455,110689.164
2456,133556.38
2457,134339.92
2458,140581.56
2459,99674.164
2460,153349.11
2461,127055.01
2462,133442.0
2463,108613.8
2464,164038.94
2465,124485.016
2466,107141.57
2467,137088.95
2468,82383.07
2469,46168.527
2470,160451.02
2471,209802.23
2472,158164.14
2473,136590.47
2474,84196.15
2475,207300.92
2476,125169.07
2477,127168.11
2478,160808.36
2479,102988.13
2480,145145.19
2481,124148.88
2482,106646.69
2483,123881.84
2484,128552.29
2485,133511.0
2486,155817.4
2487,167232.67
2488,168744.27
2489,154332.72
2490,151559.17
2491,96018.516
2492,168253.48
2493,139340.42
2494,148208.28
2495,94815.09
2496,230851.48
2497,154968.88
2498,114289.43
2499,103818.2
2500,129614.48
2501,128148.36
2502,169837.34
2503,82138.46
2504,151987.94
2505,234320.0
2506,282636.28
2507,345957.7
2508,273948.66
2509,205040.14
2510,216311.08
2511,171642.86
2512,202042.83
2513,222993.27
2514,252803.19
2515,151802.62
2516,176601.08
2517,157671.98
2518,158235.42
2519,230027.22
2520,211257.11
2521,193194.72
2522,233409.6
2523,127141.12
2524,135960.97
2525,142839.94
2526,136373.22
2527,107909.164
2528,121555.086
2529,132858.4
2530,125625.53
2531,253516.86
2532,223450.1
2533,191058.88
2534,221124.95
2535,317009.3
2536,226013.77
2537,249118.66
2538,174437.56
2539,178164.1
2540,182421.3
2541,185101.16
2542,168938.4
2543,132076.84
2544,126138.375
2545,124992.72
2546,124411.03
2547,144127.38
2548,133288.39
2549,169209.73
2550,259021.75
2551,140610.64
2552,126379.68
2553,78818.22
2554,112144.29
2555,116051.26
2556,105005.29
2557,117887.51
2558,152344.73
2559,138170.08
2560,160296.0
2561,165003.7
2562,144327.6
2563,158089.39
2564,175414.14
2565,145332.83
2566,155548.48
2567,123654.35
2568,181276.25
2569,186500.4
2570,121660.7
2571,179782.62
2572,179026.14
2573,185328.88
2574,293566.78
2575,121479.63
2576,113478.17
2577,161919.81
2578,89077.51
2579,71256.336
2580,128417.09
2581,135083.39
2582,140486.97
2583,259434.52
2584,166083.47
2585,182924.33
2586,162987.14
2587,205230.05
2588,140031.83
2589,150265.6
2590,243714.06
2591,221971.56
2592,212756.19
2593,238904.14
2594,183895.7
2595,203126.95
2596,306832.25
2597,177307.81
2598,281615.22
2599,337678.88
2600,130795.875
2601,139962.98
2602,80519.52
2603,96844.87
2604,85689.99
2605,71536.2
2606,147310.89
2607,162494.14
2608,193733.81
2609,168350.11
2610,118202.805
2611,125684.51
2612,159156.33
2613,122785.35
2614,114466.305
2615,137834.25
2616,148469.88
2617,199287.97
2618,184931.89
2619,194097.08
2620,186843.9
2621,171510.98
2622,181974.77
2623,242241.5
2624,295964.03
2625,227300.78
2626,170368.34
2627,169299.08
2628,435732.47
2629,515182.22
2630,416707.1
2631,455969.5
2632,473149.03
2633,283508.72
2634,374844.34
2635,155074.44
2636,193397.44
2637,155570.9
2638,290958.0
2639,189843.78
2640,162907.03
2641,106688.06
2642,189627.9
2643,100645.67
2644,121933.266
2645,109802.805
2646,93444.484
2647,100964.41
2648,138114.97
2649,155958.17
2650,146135.67
2651,145798.98
2652,450752.84
2653,246771.81
2654,219640.16
2655,383199.47
2656,322549.8
2657,306425.25
2658,292630.38
2659,324604.66
2660,328085.1
2661,390962.44
2662,373047.2
2663,259106.0
2664,290170.8
2665,316200.88
2666,308293.72
2667,161212.55
2668,184896.31
2669,178135.72
2670,318148.12
2671,186193.06
2672,189354.4
2673,240285.81
2674,244471.81
2675,161692.1
2676,189498.94
2677,203085.25
2678,264942.03
2679,266728.03
2680,292359.8
2681,503052.38
2682,402073.4
2683,559964.7
2684,343495.84
2685,362157.88
2686,266918.9
2687,334487.03
2688,225900.56
2689,195015.53
2690,547050.75
2691,183627.62
2692,127540.12
2693,197302.5
2694,126783.945
2695,196138.78
2696,187689.19
2697,190950.23
2698,213801.03
2699,176158.88
2700,158860.25
2701,167330.8
2702,113709.17
2703,136656.69
2704,148192.12
2705,122921.78
2706,122789.09
2707,138438.52
2708,132341.14
2709,121504.305
2710,128530.766
2711,225243.1
2712,373827.44
2713,159343.23
2714,150153.22
2715,175011.48
2716,133994.53
2717,206064.17
2718,231408.42
2719,156147.53
2720,172410.66
2721,139100.98
2722,168801.48
2723,145251.17
2724,122801.29
2725,138272.84
2726,142008.78
2727,243352.97
2728,182151.25
2729,162726.58
2730,140717.7
2731,123213.79
2732,106989.2
2733,170401.86
2734,125064.64
2735,123493.12
2736,139905.48
2737,120926.9
2738,130255.97
2739,155018.77
2740,139322.9
2741,158526.22
2742,145385.34
2743,144004.81
2744,144347.4
2745,142863.94
2746,125431.516
2747,159048.05
2748,133544.53
2749,124825.0
2750,136868.66
2751,129177.84
2752,164641.53
2753,168180.28
2754,180515.23
2755,117672.06
2756,72706.88
2757,47052.984
2758,71449.19
2759,151261.67
2760,131616.42
2761,135936.3
2762,126415.68
2763,201884.34
2764,157242.62
2765,261996.98
2766,132748.55
2767,96228.14
2768,134209.84
2769,108643.03
2770,140775.88
2771,115723.33
2772,126157.91
2773,192774.19
2774,138851.38
2775,133337.1
2776,138202.98
2777,144613.2
2778,122604.02
2779,130803.65
2780,102009.414
2781,97429.24
2782,94234.04
2783,87577.67
2784,125875.01
2785,141468.77
2786,49107.96
2787,113712.76
2788,55766.184
2789,190751.38
2790,107895.336
2791,105388.375
2792,60598.46
2793,156553.11
2794,93152.45
2795,124019.75
2796,95664.07
2797,164635.38
2798,127894.65
2799,130358.69
2800,60736.637
2801,109944.7
2802,144003.84
2803,148477.75
2804,149669.05
2805,112654.91
2806,76699.164
2807,164153.53
2808,154423.2
2809,135997.14
2810,140947.28
2811,169368.03
2812,153476.55
2813,129790.09
2814,152821.3
2815,57849.03
2816,246805.14
2817,176336.67
2818,128508.195
2819,206536.11
2820,147991.77
2821,111222.375
2822,186289.08
2823,258648.92
2824,168569.44
2825,163514.0
2826,121477.234
2827,152264.94
2828,208696.03
2829,184695.12
2830,224517.28
2831,185857.4
2832,231626.22
2833,286420.62
2834,214773.25
2835,196218.34
2836,205507.62
2837,154479.89
2838,140258.86
2839,179339.48
2840,204948.1
2841,200037.98
2842,226229.05
2843,155365.78
2844,165899.66
2845,126494.27
2846,204045.95
2847,212546.47
2848,226321.97
2849,203252.3
2850,301457.53
2851,231130.38
2852,225176.81
2853,226498.28
2854,141028.56
2855,198066.56
2856,206592.38
2857,195163.73
2858,194463.06
2859,119184.13
2860,132565.53
2861,126808.01
2862,173908.5
2863,122914.16
2864,230660.88
2865,133760.0
2866,131168.47
2867,106275.34
2868,91266.17
2869,93758.68
2870,116223.625
2871,97130.36
2872,40955.6
2873,107217.14
2874,130625.695
2875,114116.695
2876,169271.84
2877,136509.95
2878,201730.52
2879,148045.89
2880,99289.516
2881,144660.06
2882,150192.6
2883,174876.97
2884,185823.56
2885,193308.48
2886,208621.58
2887,107015.58
2888,120999.66
2889,37271.227
2890,70283.95
2891,131110.05
2892,42276.277
2893,113006.99
2894,51377.562
2895,281075.8
2896,274125.7
2897,181508.84
2898,138722.17
2899,210364.11
2900,154075.7
2901,192874.97
2902,187222.28
2903,389866.56
2904,365533.5
2905,101522.55
2906,210184.39
2907,109178.89
2908,131462.17
2909,128282.664
2910,81398.28
2911,79292.914
2912,139617.55
2913,83843.58
2914,79963.96
2915,95463.3
2916,80507.45
2917,157457.8
2918,105260.195
2919,225298.7
